city,state_id,state_name,county_name,population
Port Byron,NY,New York,Cayuga,5597
Union Springs,NY,New York,Cayuga,5866
Weedsport,NY,New York,Cayuga,5621
Aurora,NY,New York,Cayuga,728
Cato,NY,New York,Cayuga,2685
Cayuga,NY,New York,Cayuga,1039
Milton,NY,New York,Saratoga,6163
Galway,NY,New York,Saratoga,5804
Round Lake,NY,New York,Saratoga,3978
Schuylerville,NY,New York,Saratoga,1588
South Glens Falls,NY,New York,Saratoga,1292
Stillwater,NY,New York,Saratoga,5839
Waterford,NY,New York,Saratoga,6470
Ballston Spa,NY,New York,Saratoga,275
Corinth,NY,New York,Saratoga,1923
Allen,SD,South Dakota,Bennett,1811
Parmelee,SD,South Dakota,Todd,524
Rosebud,SD,South Dakota,Todd,5240
Spring Creek,SD,South Dakota,Todd,82
Two Strike,SD,South Dakota,Todd,3522
Antelope,SD,South Dakota,Todd,2722
Holley,NY,New York,Orleans,3324
Lyndonville,NY,New York,Orleans,6871
Medina,NY,New York,Orleans,1262
Albion,NY,New York,Orleans,4711
Newfane,NY,New York,Niagara,3414
Olcott,NY,New York,Niagara,124
Ransomville,NY,New York,Niagara,6576
Rapids,NY,New York,Niagara,2449
Gasport,NY,New York,Niagara,560
South Lockport,NY,New York,Niagara,6531
Lewiston,NY,New York,Niagara,1986
Middleport,NY,New York,Niagara,3274
Wilson,NY,New York,Niagara,3034
Youngstown,NY,New York,Niagara,3310
Barker,NY,New York,Niagara,5648
Brighton,NY,New York,Monroe,424
Greece,NY,New York,Monroe,587
Irondequoit,NY,New York,Monroe,6415
Fairport,NY,New York,Monroe,5548
Hilton,NY,New York,Monroe,6684
Honeoye Falls,NY,New York,Monroe,6007
Pittsford,NY,New York,Monroe,3716
Scottsville,NY,New York,Monroe,6976
Spencerport,NY,New York,Monroe,4455
Webster,NY,New York,Monroe,2588
Brockport,NY,New York,Monroe,2395
Churchville,NY,New York,Monroe,6566
East Rochester,NY,New York,Monroe,2292
Lyons,NY,New York,Wayne,4769
Macedon,NY,New York,Wayne,3109
Newark,NY,New York,Wayne,6915
Palmyra,NY,New York,Wayne,6423
Red Creek,NY,New York,Wayne,5383
Sodus,NY,New York,Wayne,667
Sodus Point,NY,New York,Wayne,1029
Wolcott,NY,New York,Wayne,1581
Clyde,NY,New York,Wayne,2093
Barnes Lake-Millers Lake,MI,Michigan,Lapeer,3941
Manchester,VT,Vermont,Bennington,6162
North Bennington,VT,Vermont,Bennington,6431
Old Bennington,VT,Vermont,Bennington,6682
South Shaftsbury,VT,Vermont,Bennington,5408
Forest Hills,MI,Michigan,Kent,2804
Northview,MI,Michigan,Kent,5372
Byron Center,MI,Michigan,Kent,1929
Comstock Park,MI,Michigan,Kent,5523
Cutlerville,MI,Michigan,Kent,4881
Mayfield,NY,New York,Fulton,5545
Northville,NY,New York,Fulton,596
Broadalbin,NY,New York,Fulton,1569
Brewerton,NY,New York,Onondaga,6634
Bridgeport,NY,New York,Onondaga,4029
Nedrow,NY,New York,Onondaga,1251
Galeville,NY,New York,Onondaga,5555
Lakeland,NY,New York,Onondaga,3577
Mattydale,NY,New York,Onondaga,607
Westvale,NY,New York,Onondaga,4166
Fabius,NY,New York,Onondaga,2530
Fayetteville,NY,New York,Onondaga,3899
Jordan,NY,New York,Onondaga,3488
Liverpool,NY,New York,Onondaga,2627
Manlius,NY,New York,Onondaga,2030
Marcellus,NY,New York,Onondaga,485
Minoa,NY,New York,Onondaga,6611
North Syracuse,NY,New York,Onondaga,2539
Skaneateles,NY,New York,Onondaga,5094
Solvay,NY,New York,Onondaga,2983
Tully,NY,New York,Onondaga,123
Baldwinsville,NY,New York,Onondaga,4714
Camillus,NY,New York,Onondaga,4655
East Syracuse,NY,New York,Onondaga,2881
Elbridge,NY,New York,Onondaga,3203
Bellows Falls,VT,Vermont,Windham,1046
Jacksonville,VT,Vermont,Windham,4046
Newfane,VT,Vermont,Windham,6704
North Westminster,VT,Vermont,Windham,5410
Saxtons River,VT,Vermont,Windham,2058
Westminster,VT,Vermont,Windham,6902
Britt,IA,Iowa,Hancock,4844
Lake Fenton,MI,Michigan,Genesee,2193
Argentine,MI,Michigan,Genesee,6638
Beecher,MI,Michigan,Genesee,4966
Jenison,MI,Michigan,Ottawa,3233
Allendale,MI,Michigan,Ottawa,2759
Beechwood,MI,Michigan,Ottawa,2629
Hebron,WI,Wisconsin,Jefferson,1687
Helenville,WI,Wisconsin,Jefferson,6609
Ixonia,WI,Wisconsin,Jefferson,4483
Lake Koshkonong,WI,Wisconsin,Jefferson,6679
Lake Ripley,WI,Wisconsin,Jefferson,2766
Rome,WI,Wisconsin,Jefferson,3566
Okauchee Lake,WI,Wisconsin,Waukesha,361
Hamilton,NY,New York,Madison,5894
Madison,NY,New York,Madison,2808
Morrisville,NY,New York,Madison,5290
Munnsville,NY,New York,Madison,1076
Wampsville,NY,New York,Madison,1048
Canastota,NY,New York,Madison,6039
Cazenovia,NY,New York,Madison,5277
Chittenango,NY,New York,Madison,4783
DeRuyter,NY,New York,Madison,613
Earlville,NY,New York,Madison,6655
Middletown,MI,Michigan,Shiawassee,2221
Le Roy,NY,New York,Genesee,4541
Oakfield,NY,New York,Genesee,6029
Alexander,NY,New York,Genesee,2134
Bergen,NY,New York,Genesee,3523
Corfu,NY,New York,Genesee,481
Elba,NY,New York,Genesee,3087
Eden,NY,New York,Erie,6567
Elma Center,NY,New York,Erie,1186
Angola on the Lake,NY,New York,Erie,6802
Billington Heights,NY,New York,Erie,3742
Cheektowaga,NY,New York,Erie,3667
Clarence Center,NY,New York,Erie,4991
North Boston,NY,New York,Erie,6085
Harris Hill,NY,New York,Erie,2243
Holland,NY,New York,Erie,4728
Lake Erie Beach,NY,New York,Erie,1884
Tonawanda,NY,New York,Erie,923
Town Line,NY,New York,Erie,6198
West Seneca,NY,New York,Erie,3734
Farnham,NY,New York,Erie,4868
Hamburg,NY,New York,Erie,950
Kenmore,NY,New York,Erie,3188
Lancaster,NY,New York,Erie,3403
North Collins,NY,New York,Erie,4956
Orchard Park,NY,New York,Erie,1376
Sloan,NY,New York,Erie,590
Springville,NY,New York,Erie,5594
Williamsville,NY,New York,Erie,5255
Akron,NY,New York,Erie,3879
Alden,NY,New York,Erie,2882
Angola,NY,New York,Erie,3864
Blasdell,NY,New York,Erie,3450
Depew,NY,New York,Erie,2704
East Aurora,NY,New York,Erie,5590
Tribes Hill,NY,New York,Montgomery,1081
Fonda,NY,New York,Montgomery,915
Fort Johnson,NY,New York,Montgomery,3809
Fort Plain,NY,New York,Montgomery,4081
Fultonville,NY,New York,Montgomery,3464
Hagaman,NY,New York,Montgomery,5979
Nelliston,NY,New York,Montgomery,3601
Palatine Bridge,NY,New York,Montgomery,3327
Saint Johnsville,NY,New York,Montgomery,4929
Ames,NY,New York,Montgomery,6339
Canajoharie,NY,New York,Montgomery,6049
Manchester,NY,New York,Ontario,6278
Naples,NY,New York,Ontario,3682
Phelps,NY,New York,Ontario,4696
Shortsville,NY,New York,Ontario,877
Victor,NY,New York,Ontario,2412
Bloomfield,NY,New York,Ontario,4734
Clifton Springs,NY,New York,Ontario,5203
Interlaken,NY,New York,Seneca,1121
Lodi,NY,New York,Seneca,6471
Ovid,NY,New York,Seneca,1371
Seneca Falls,NY,New York,Seneca,1342
Waterloo,NY,New York,Seneca,3287
Geneseo,NY,New York,Livingston,5086
Leicester,NY,New York,Livingston,1042
Lima,NY,New York,Livingston,498
Livonia,NY,New York,Livingston,6338
Mount Morris,NY,New York,Livingston,4576
Nunda,NY,New York,Livingston,254
Avon,NY,New York,Livingston,4896
Caledonia,NY,New York,Livingston,1149
Dansville,NY,New York,Livingston,6297
Averill Park,NY,New York,Rensselaer,3442
East Greenbush,NY,New York,Rensselaer,5879
Poestenkill,NY,New York,Rensselaer,2570
West Sand Lake,NY,New York,Rensselaer,6414
Wynantskill,NY,New York,Rensselaer,5940
Hoosick Falls,NY,New York,Rensselaer,4766
Nassau,NY,New York,Rensselaer,3837
Schaghticoke,NY,New York,Rensselaer,2096
Valley Falls,NY,New York,Rensselaer,2686
Castleton-on-Hudson,NY,New York,Rensselaer,4945
East Nassau,NY,New York,Rensselaer,866
Duane Lake,NY,New York,Schenectady,440
Duanesburg,NY,New York,Schenectady,5631
East Glenville,NY,New York,Schenectady,6215
Niskayuna,NY,New York,Schenectady,4259
Rotterdam,NY,New York,Schenectady,2518
Mariaville Lake,NY,New York,Schenectady,2476
Scotia,NY,New York,Schenectady,6376
Delanson,NY,New York,Schenectady,6377
Bristow,IA,Iowa,Butler,6380
Schenevus,NY,New York,Otsego,4726
Gilbertsville,NY,New York,Otsego,1061
Laurens,NY,New York,Otsego,3694
Milford,NY,New York,Otsego,3706
Morris,NY,New York,Otsego,6142
Otego,NY,New York,Otsego,2572
Richfield Springs,NY,New York,Otsego,1633
Unadilla,NY,New York,Otsego,6107
Cherry Valley,NY,New York,Otsego,6375
Cooperstown,NY,New York,Otsego,3319
Nahant,MA,Massachusetts,Essex,4925
Rockport,MA,Massachusetts,Essex,3973
Rowley,MA,Massachusetts,Essex,5397
Salisbury,MA,Massachusetts,Essex,2079
Saugus,MA,Massachusetts,Essex,1887
Swampscott,MA,Massachusetts,Essex,3580
Topsfield,MA,Massachusetts,Essex,118
Gainesville,NY,New York,Wyoming,2910
Perry,NY,New York,Wyoming,2924
Silver Springs,NY,New York,Wyoming,6775
Warsaw,NY,New York,Wyoming,855
Wyoming,NY,New York,Wyoming,6118
Arcade,NY,New York,Wyoming,6375
Attica,NY,New York,Wyoming,5110
Castile,NY,New York,Wyoming,6643
Pell Lake,WI,Wisconsin,Walworth,222
Potter Lake,WI,Wisconsin,Walworth,5819
Como,WI,Wisconsin,Walworth,6529
Delavan Lake,WI,Wisconsin,Walworth,1154
Eagle Lake,WI,Wisconsin,Racine,3498
Bohners Lake,WI,Wisconsin,Racine,2819
Browns Lake,WI,Wisconsin,Racine,4840
Esperance,NY,New York,Schoharie,4915
Middleburgh,NY,New York,Schoharie,4529
Richmondville,NY,New York,Schoharie,4510
Schoharie,NY,New York,Schoharie,2596
Sharon Springs,NY,New York,Schoharie,4175
Cobleskill,NY,New York,Schoharie,294
Westmere,NY,New York,Albany,3970
Green Island,NY,New York,Albany,2504
Menands,NY,New York,Albany,3178
Ravena,NY,New York,Albany,4668
Voorheesville,NY,New York,Albany,4274
Altamont,NY,New York,Albany,761
Colonie,NY,New York,Albany,1546
Munsons Corners,NY,New York,Cortland,6845
Homer,NY,New York,Cortland,3492
Marathon,NY,New York,Cortland,6711
McGraw,NY,New York,Cortland,6120
Haslett,MI,Michigan,Ingham,1517
Holt,MI,Michigan,Ingham,2035
Okemos,MI,Michigan,Ingham,3904
Penn Yan,NY,New York,Yates,2245
Rushville,NY,New York,Yates,4555
Dresden,NY,New York,Yates,1662
Dundee,NY,New York,Yates,4003
Great Barrington,MA,Massachusetts,Berkshire,2117
Greene,NY,New York,Chenango,2370
New Berlin,NY,New York,Chenango,6942
Oxford,NY,New York,Chenango,891
Sherburne,NY,New York,Chenango,5454
Smyrna,NY,New York,Chenango,2923
Afton,NY,New York,Chenango,1978
Bainbridge,NY,New York,Chenango,1707
Northfield,MA,Massachusetts,Franklin,1649
Orange,MA,Massachusetts,Franklin,753
Shelburne Falls,MA,Massachusetts,Franklin,6574
South Deerfield,MA,Massachusetts,Franklin,6651
Turners Falls,MA,Massachusetts,Franklin,4487
Pepperell,MA,Massachusetts,Middlesex,2809
Pinehurst,MA,Massachusetts,Middlesex,804
Reading,MA,Massachusetts,Middlesex,993
Shirley,MA,Massachusetts,Middlesex,6947
Stoneham,MA,Massachusetts,Middlesex,3019
Townsend,MA,Massachusetts,Middlesex,5319
Wakefield,MA,Massachusetts,Middlesex,3627
Northborough,MA,Massachusetts,Worcester,1009
North Brookfield,MA,Massachusetts,Worcester,4832
Oxford,MA,Massachusetts,Worcester,6281
Rutland,MA,Massachusetts,Worcester,4775
South Ashburnham,MA,Massachusetts,Worcester,1496
South Lancaster,MA,Massachusetts,Worcester,3985
Spencer,MA,Massachusetts,Worcester,6783
Sturbridge,MA,Massachusetts,Worcester,2373
Upton,MA,Massachusetts,Worcester,3642
Lake Shangrila,WI,Wisconsin,Kenosha,2530
Powers Lake,WI,Wisconsin,Kenosha,2904
Camp Lake,WI,Wisconsin,Kenosha,6988
Coalville,IA,Iowa,Webster,5572
Forest Home,NY,New York,Tompkins,6316
South Hill,NY,New York,Tompkins,5778
Freeville,NY,New York,Tompkins,3674
Groton,NY,New York,Tompkins,845
Lansing,NY,New York,Tompkins,6718
Trumansburg,NY,New York,Tompkins,5507
Cayuga Heights,NY,New York,Tompkins,2398
Dryden,NY,New York,Tompkins,2461
Gang Mills,NY,New York,Steuben,4089
Hammondsport,NY,New York,Steuben,1779
North Hornell,NY,New York,Steuben,6054
Painted Post,NY,New York,Steuben,1596
Riverside,NY,New York,Steuben,2389
Savona,NY,New York,Steuben,6898
South Corning,NY,New York,Steuben,6537
Wayland,NY,New York,Steuben,6376
Addison,NY,New York,Steuben,4517
Arkport,NY,New York,Steuben,4506
Avoca,NY,New York,Steuben,985
Bath,NY,New York,Steuben,4698
Canisteo,NY,New York,Steuben,6703
Cohocton,NY,New York,Steuben,6433
Ripley,NY,New York,Chautauqua,442
Frewsburg,NY,New York,Chautauqua,4094
Falconer,NY,New York,Chautauqua,1222
Forestville,NY,New York,Chautauqua,3603
Fredonia,NY,New York,Chautauqua,2988
Lakewood,NY,New York,Chautauqua,1474
Mayville,NY,New York,Chautauqua,5806
Panama,NY,New York,Chautauqua,2877
Sherman,NY,New York,Chautauqua,653
Silver Creek,NY,New York,Chautauqua,6560
Sinclairville,NY,New York,Chautauqua,6755
Westfield,NY,New York,Chautauqua,2200
Bemus Point,NY,New York,Chautauqua,6725
Brocton,NY,New York,Chautauqua,1356
Cassadaga,NY,New York,Chautauqua,5880
Celoron,NY,New York,Chautauqua,4445
Cherry Creek,NY,New York,Chautauqua,4923
Bronson,IA,Iowa,Woodbury,491
North Amherst,MA,Massachusetts,Hampshire,4854
South Amherst,MA,Massachusetts,Hampshire,1104
Ware,MA,Massachusetts,Hampshire,661
Montour Falls,NY,New York,Schuyler,243
Odessa,NY,New York,Schuyler,6742
Watkins Glen,NY,New York,Schuyler,626
Burdett,NY,New York,Schuyler,4935
Westons Mills,NY,New York,Cattaraugus,4719
Yorkshire,NY,New York,Cattaraugus,1415
Franklinville,NY,New York,Cattaraugus,398
Gowanda,NY,New York,Cattaraugus,987
Limestone,NY,New York,Cattaraugus,5161
Little Valley,NY,New York,Cattaraugus,3527
Perrysburg,NY,New York,Cattaraugus,697
Portville,NY,New York,Cattaraugus,603
Randolph,NY,New York,Cattaraugus,666
South Dayton,NY,New York,Cattaraugus,1500
Allegany,NY,New York,Cattaraugus,5541
Cattaraugus,NY,New York,Cattaraugus,5004
Delevan,NY,New York,Cattaraugus,6863
East Randolph,NY,New York,Cattaraugus,5357
Ellicottville,NY,New York,Cattaraugus,338
Fillmore,NY,New York,Allegany,5705
Friendship,NY,New York,Allegany,3328
Houghton,NY,New York,Allegany,6079
Stannards,NY,New York,Allegany,4652
Richburg,NY,New York,Allegany,812
Wellsville,NY,New York,Allegany,250
Alfred,NY,New York,Allegany,4165
Almond,NY,New York,Allegany,2720
Andover,NY,New York,Allegany,2739
Angelica,NY,New York,Allegany,892
Belmont,NY,New York,Allegany,2090
Bolivar,NY,New York,Allegany,3317
Canaseraga,NY,New York,Allegany,2232
Cuba,NY,New York,Allegany,2674
Fleischmanns,NY,New York,Delaware,3529
Franklin,NY,New York,Delaware,6419
Hancock,NY,New York,Delaware,5318
Hobart,NY,New York,Delaware,5485
Margaretville,NY,New York,Delaware,3189
Sidney,NY,New York,Delaware,2942
Stamford,NY,New York,Delaware,2571
Walton,NY,New York,Delaware,4609
Delhi,NY,New York,Delaware,2486
Copake Lake,NY,New York,Columbia,408
Niverville,NY,New York,Columbia,780
Germantown,NY,New York,Columbia,578
Ghent,NY,New York,Columbia,4399
Stottville,NY,New York,Columbia,6725
Kinderhook,NY,New York,Columbia,4449
Philmont,NY,New York,Columbia,3915
Valatie,NY,New York,Columbia,2596
Chatham,NY,New York,Columbia,934
Lake Summerset,IL,Illinois,Winnebago,6678
Pistakee Highlands,IL,Illinois,McHenry,5277
Forest Lake,IL,Illinois,Lake,2203
Fox Lake Hills,IL,Illinois,Lake,1192
Gages Lake,IL,Illinois,Lake,1816
Grandwood Park,IL,Illinois,Lake,3389
Long Lake,IL,Illinois,Lake,3911
Cairo,NY,New York,Greene,4260
Palenville,NY,New York,Greene,6175
Greenville,NY,New York,Greene,278
Jefferson Heights,NY,New York,Greene,1701
Leeds,NY,New York,Greene,1013
Windham,NY,New York,Greene,69
Hunter,NY,New York,Greene,2297
Tannersville,NY,New York,Greene,5903
Athens,NY,New York,Greene,4574
Catskill,NY,New York,Greene,4642
Coxsackie,NY,New York,Greene,5977
Michigan Center,MI,Michigan,Jackson,5294
Napoleon,MI,Michigan,Jackson,6815
Spring Arbor,MI,Michigan,Jackson,1003
Brownlee Park,MI,Michigan,Calhoun,1072
Eastwood,MI,Michigan,Kalamazoo,4316
Endwell,NY,New York,Broome,443
Johnson City,NY,New York,Broome,846
Lisle,NY,New York,Broome,4137
Port Dickinson,NY,New York,Broome,4247
Whitney Point,NY,New York,Broome,5869
Windsor,NY,New York,Broome,3466
Deposit,NY,New York,Broome,3969
Endicott,NY,New York,Broome,3044
Apalachin,NY,New York,Tioga,4543
Newark Valley,NY,New York,Tioga,3048
Nichols,NY,New York,Tioga,6484
Owego,NY,New York,Tioga,1190
Spencer,NY,New York,Tioga,1922
Waverly,NY,New York,Tioga,2857
Candor,NY,New York,Tioga,4467
Milton,MA,Massachusetts,Norfolk,6568
Needham,MA,Massachusetts,Norfolk,610
Norwood,MA,Massachusetts,Norfolk,269
Randolph,MA,Massachusetts,Norfolk,4989
Sharon,MA,Massachusetts,Norfolk,5505
Walpole,MA,Massachusetts,Norfolk,3473
North Pembroke,MA,Massachusetts,Plymouth,5960
North Plymouth,MA,Massachusetts,Plymouth,646
North Scituate,MA,Massachusetts,Plymouth,3350
Onset,MA,Massachusetts,Plymouth,1614
Plymouth,MA,Massachusetts,Plymouth,1687
Scituate,MA,Massachusetts,Plymouth,5814
South Duxbury,MA,Massachusetts,Plymouth,6948
Big Flats,NY,New York,Chemung,5160
Southport,NY,New York,Chemung,2603
West Elmira,NY,New York,Chemung,4985
Horseheads,NY,New York,Chemung,3938
Millport,NY,New York,Chemung,5375
Van Etten,NY,New York,Chemung,5584
Wellsburg,NY,New York,Chemung,52
Elmira Heights,NY,New York,Chemung,2937
Macy,NE,Nebraska,Thurston,3054
Fairview,PA,Pennsylvania,Erie,4218
Avonia,PA,Pennsylvania,Erie,2258
Lawrence Park,PA,Pennsylvania,Erie,2631
Fair Plain,MI,Michigan,Berrien,1631
Lake Michigan Beach,MI,Michigan,Berrien,5817
Paw Paw Lake,MI,Michigan,Berrien,324
Benton Heights,MI,Michigan,Berrien,6776
Breda,IA,Iowa,Carroll,4450
Accord,NY,New York,Ulster,2788
Clintondale,NY,New York,Ulster,2334
Cragsmoor,NY,New York,Ulster,4578
East Kingston,NY,New York,Ulster,5029
Milton,NY,New York,Ulster,375
Napanoch,NY,New York,Ulster,4196
Phoenicia,NY,New York,Ulster,644
Pine Hill,NY,New York,Ulster,1988
Plattekill,NY,New York,Ulster,4126
Port Ewen,NY,New York,Ulster,3317
Rifton,NY,New York,Ulster,4646
Gardiner,NY,New York,Ulster,4392
Glasco,NY,New York,Ulster,4558
High Falls,NY,New York,Ulster,6235
Highland,NY,New York,Ulster,1646
Hurley,NY,New York,Ulster,4117
Kerhonkson,NY,New York,Ulster,5881
Lake Katrine,NY,New York,Ulster,2033
Lincoln Park,NY,New York,Ulster,6801
Malden-on-Hudson,NY,New York,Ulster,3773
Marlboro,NY,New York,Ulster,1785
Shokan,NY,New York,Ulster,4764
Stone Ridge,NY,New York,Ulster,380
Tillson,NY,New York,Ulster,1516
Walker Valley,NY,New York,Ulster,2597
Wallkill,NY,New York,Ulster,926
West Hurley,NY,New York,Ulster,2118
Woodstock,NY,New York,Ulster,6461
Zena,NY,New York,Ulster,6060
New Paltz,NY,New York,Ulster,3197
Saugerties,NY,New York,Ulster,1206
Ellenville,NY,New York,Ulster,2535
Ocean Grove,MA,Massachusetts,Bristol,5773
Raynham Center,MA,Massachusetts,Bristol,130
Smith Mills,MA,Massachusetts,Bristol,6104
Somerset,MA,Massachusetts,Bristol,4806
Amenia,NY,New York,Dutchess,5612
Arlington,NY,New York,Dutchess,6191
Brinckerhoff,NY,New York,Dutchess,6156
Dover Plains,NY,New York,Dutchess,5887
Myers Corner,NY,New York,Dutchess,2591
Pine Plains,NY,New York,Dutchess,405
Pleasant Valley,NY,New York,Dutchess,3401
Red Oaks Mill,NY,New York,Dutchess,5595
Hopewell Junction,NY,New York,Dutchess,6849
Staatsburg,NY,New York,Dutchess,2007
Fishkill,NY,New York,Dutchess,5867
Millbrook,NY,New York,Dutchess,4803
Millerton,NY,New York,Dutchess,892
Pawling,NY,New York,Dutchess,5427
Red Hook,NY,New York,Dutchess,4641
Rhinebeck,NY,New York,Dutchess,6599
Tivoli,NY,New York,Dutchess,3531
Wappingers Falls,NY,New York,Dutchess,266
Monument Beach,MA,Massachusetts,Barnstable,5167
New Seabury,MA,Massachusetts,Barnstable,6840
North Eastham,MA,Massachusetts,Barnstable,3989
North Falmouth,MA,Massachusetts,Barnstable,3605
Orleans,MA,Massachusetts,Barnstable,2952
Pocasset,MA,Massachusetts,Barnstable,4492
Provincetown,MA,Massachusetts,Barnstable,6562
Sagamore,MA,Massachusetts,Barnstable,2724
Sandwich,MA,Massachusetts,Barnstable,4089
South Dennis,MA,Massachusetts,Barnstable,5349
South Yarmouth,MA,Massachusetts,Barnstable,3283
Teaticket,MA,Massachusetts,Barnstable,1739
Bantam,CT,Connecticut,Litchfield,2352
Litchfield,CT,Connecticut,Litchfield,3449
Torrington,CT,Connecticut,Litchfield,1139
Canaan,CT,Connecticut,Litchfield,2767
Bristol,CT,Connecticut,Hartford,1773
Hartford,CT,Connecticut,Hartford,2061
New Britain,CT,Connecticut,Hartford,4916
Blue Hills,CT,Connecticut,Hartford,3251
Broad Brook,CT,Connecticut,Hartford,3119
Canton Valley,CT,Connecticut,Hartford,3081
Manchester,CT,Connecticut,Hartford,1634
Collinsville,CT,Connecticut,Hartford,3451
Somers,CT,Connecticut,Tolland,6946
Danielson,CT,Connecticut,Windham,5097
Callicoon,NY,New York,Sullivan,6048
Narrowsburg,NY,New York,Sullivan,4966
Rock Hill,NY,New York,Sullivan,709
Roscoe,NY,New York,Sullivan,4734
Livingston Manor,NY,New York,Sullivan,5563
Smallwood,NY,New York,Sullivan,3466
South Fallsburg,NY,New York,Sullivan,2378
Jeffersonville,NY,New York,Sullivan,574
Liberty,NY,New York,Sullivan,370
Monticello,NY,New York,Sullivan,1073
Woodridge,NY,New York,Sullivan,5593
Wurtsboro,NY,New York,Sullivan,3656
Bloomingburg,NY,New York,Sullivan,1496
Bridgeport,NE,Nebraska,Morrill,4437
Sheffield,PA,Pennsylvania,Warren,5985
Edgewood,OH,Ohio,Ashtabula,1708
Brayton,IA,Iowa,Audubon,3595
Brooklyn,IA,Iowa,Poweshiek,1226
Saylorville,IA,Iowa,Polk,4345
North Madison,OH,Ohio,Lake,4463
Adamsville,PA,Pennsylvania,Crawford,1318
Atlantic,PA,Pennsylvania,Crawford,3854
Canadohta Lake,PA,Pennsylvania,Crawford,2147
Riceville,PA,Pennsylvania,Crawford,2897
Fredericksburg,PA,Pennsylvania,Crawford,1479
Geneva,PA,Pennsylvania,Crawford,884
Guys Mills,PA,Pennsylvania,Crawford,5112
Harmonsburg,PA,Pennsylvania,Crawford,4322
Hartstown,PA,Pennsylvania,Crawford,4635
Lincolnville,PA,Pennsylvania,Crawford,2981
Coyne Center,IL,Illinois,Rock Island,3417
Park View,IA,Iowa,Scott,312
Dunlap,IN,Indiana,Elkhart,1283
New Paris,IN,Indiana,Elkhart,156
Simonton Lake,IN,Indiana,Elkhart,6870
Fairmont,IL,Illinois,Will,736
Ingalls Park,IL,Illinois,Will,1947
